preferredName_A,preferredName_B,score,Experimental System,Experimental System Type
CANX,AMFR,0.685,functional_association,functional
CANX,ACTB,0.688,functional_association,functional
CANX,DERL1,0.689,functional_association,functional
CANX,APP,0.693,functional_association,functional
CANX,LPA,0.696,functional_association,functional
CANX,PXDN,0.711,functional_association,functional
CANX,BACE1,0.574,functional_association,functional
CANX,SI,0.566,functional_association,functional
CANX,MGAM,0.565,functional_association,functional
CANX,BCL2,0.461,functional_association,functional
CANX,VLDLR,0.445,functional_association,functional
CANX,SIGMAR1,0.447,functional_association,functional
CANX,ABCA1,0.454,functional_association,functional
CANX,UFD1,0.456,functional_association,functional
CANX,INS,0.458,functional_association,functional
CANX,SCARB1,0.46,functional_association,functional
CANX,ZMPSTE24,0.476,functional_association,functional
CANX,MTTP,0.537,functional_association,functional
CANX,INSIG1,0.486,functional_association,functional
CANX,SOAT1,0.489,functional_association,functional
CANX,APOE,0.5,functional_association,functional
CANX,ERLIN1,0.506,functional_association,functional
CANX,CASP3,0.524,functional_association,functional
CANX,ABCG8,0.53,functional_association,functional
INSIG2,FABP4,0.579,functional_association,functional
INSIG2,INS,0.555,functional_association,functional
INSIG2,HSPA5,0.546,functional_association,functional
SLC10A2,SLCO1B1,0.62,functional_association,functional
SLC10A2,UCP1,0.408,functional_association,functional
SLC10A2,HMGCR,0.42,functional_association,functional
SLC10A2,CYP2D6,0.447,functional_association,functional
SLC10A2,ABCG2,0.448,functional_association,functional
SLC10A2,GCG,0.456,functional_association,functional
SLC10A2,PPARD,0.463,functional_association,functional
SLC10A2,CYP3A4,0.467,functional_association,functional
SLC10A2,LIPC,0.481,functional_association,functional
SLC10A2,ABCB1,0.493,functional_association,functional
SLC10A2,G6PC,0.523,functional_association,functional
SLC10A2,ALB,0.533,functional_association,functional
SLC10A2,CYP39A1,0.534,functional_association,functional
SLC10A2,NPC1L1,0.535,functional_association,functional
SLC10A2,SLCO2B1,0.548,functional_association,functional
SLC10A2,ABCG8,0.603,functional_association,functional
GOT2,GOT1,0.982,functional_association,functional
GOT2,GPT,0.978,functional_association,functional
GOT2,GPT2,0.976,functional_association,functional
GOT2,PPARG,0.793,functional_association,functional
GOT2,GLUL,0.697,functional_association,functional
GOT2,CRP,0.742,functional_association,functional
GOT2,INS,0.743,functional_association,functional
GOT2,GAPDH,0.754,functional_association,functional
GOT2,PPARA,0.778,functional_association,functional
GOT2,ALB,0.786,functional_association,functional
GOT2,SCARB2,0.798,functional_association,functional
GOT2,LDHA,0.972,functional_association,functional
GOT2,SCARB1,0.838,functional_association,functional
GOT2,CD36,0.86,functional_association,functional
GOT2,FABP4,0.904,functional_association,functional
GOT2,ACLY,0.909,functional_association,functional
GOT2,FABP2,0.957,functional_association,functional
GOT2,FABP1,0.96,functional_association,functional
SLC10A2,CYP7B1,0.605,functional_association,functional
SLC10A2,CYP27A1,0.631,functional_association,functional
INSIG2,MBTPS2,0.526,functional_association,functional
SLC10A2,ATP4A,0.636,functional_association,functional
INSIG2,ELOVL6,0.442,functional_association,functional
INSIG2,UBIAD1,0.45,functional_association,functional
INSIG2,FAF2,0.452,functional_association,functional
INSIG2,ACACA,0.453,functional_association,functional
INSIG2,GPAM,0.466,functional_association,functional
INSIG2,SCD,0.471,functional_association,functional
INSIG2,CYP7A1,0.474,functional_association,functional
INSIG2,PPARA,0.475,functional_association,functional
INSIG2,SQLE,0.477,functional_association,functional
INSIG2,SC5D,0.478,functional_association,functional
INSIG2,PPARG,0.482,functional_association,functional
INSIG2,NPC1L1,0.489,functional_association,functional
INSIG2,MBTPS1,0.52,functional_association,functional
INSIG2,HMGCS1,0.522,functional_association,functional
INSIG2,NPC1,0.523,functional_association,functional
INSIG2,DHCR24,0.438,functional_association,functional
INSIG2,LPIN1,0.432,functional_association,functional
INSIG2,DHCR7,0.432,functional_association,functional
SLC10A2,NR0B2,0.832,functional_association,functional
SLC10A2,ABCC2,0.637,functional_association,functional
SLC10A2,ABCG5,0.642,functional_association,functional
SLC10A2,CYP8B1,0.734,functional_association,functional
SLC10A2,PPARA,0.754,functional_association,functional
SLC10A2,ABCB11,0.817,functional_association,functional
SLC10A2,SLCO1A2,0.825,functional_association,functional
SLC10A2,ABCB4,0.858,functional_association,functional
INSIG2,ABCA1,0.427,functional_association,functional
SLC10A2,CYP7A1,0.876,functional_association,functional
SLC10A2,NR1H4,0.914,functional_association,functional
INSIG2,DGAT1,0.403,functional_association,functional
INSIG2,CANX,0.404,functional_association,functional
INSIG2,IGF1R,0.408,functional_association,functional
INSIG2,MSMO1,0.418,functional_association,functional
PTGIS,REN,0.498,functional_association,functional
PTGIS,PPARD,0.464,functional_association,functional
PTGIS,HMGCS2,0.447,functional_association,functional
APOB,ADRB2,0.744,functional_association,functional
APOB,IL6,0.751,functional_association,functional
APOB,SOAT2,0.763,functional_association,functional
APOB,GOT2,0.773,functional_association,functional
APOB,ABCG5,0.773,functional_association,functional
APOB,ADIPOQ,0.781,functional_association,functional
APOB,LIPE,0.788,functional_association,functional
APOB,CANX,0.794,functional_association,functional
APOB,PPARA,0.819,functional_association,functional
APOB,CYP7A1,0.833,functional_association,functional
APOB,APP,0.839,functional_association,functional
APOB,CRP,0.85,functional_association,functional
APOB,ABCA1,0.861,functional_association,functional
APOB,INS,0.867,functional_association,functional
APOB,OLR1,0.868,functional_association,functional
APOB,LIPA,0.871,functional_association,functional
APOB,VCP,0.746,functional_association,functional
APOB,ACE,0.743,functional_association,functional
PTGIS,CAV1,0.446,functional_association,functional
APOB,ABCG8,0.74,functional_association,functional
APOB,PLIN2,0.618,functional_association,functional
APOB,PPARG,0.622,functional_association,functional
APOB,LIPG,0.628,functional_association,functional
APOB,DERL1,0.638,functional_association,functional
APOB,DGAT1,0.654,functional_association,functional
APOB,TRIB1,0.656,functional_association,functional
APOB,FABP2,0.664,functional_association,functional
APOB,LEP,0.665,functional_association,functional
APOB,SREBF2,0.675,functional_association,functional
APOB,ABCG1,0.683,functional_association,functional
APOB,NR1H4,0.697,functional_association,functional
APOB,AUP1,0.714,functional_association,functional
APOB,GPT,0.717,functional_association,functional
APOB,SREBF1,0.72,functional_association,functional
APOB,NPC2,0.728,functional_association,functional
APOB,VLDLR,0.873,functional_association,functional
APOB,ANGPTL3,0.877,functional_association,functional
APOB,HMGCR,0.896,functional_association,functional
APOB,FABP1,0.898,functional_association,functional
NT5C1A,TRIM33,0.544,functional_association,functional
NT5C1A,MORC3,0.674,functional_association,functional
APOA1,CHD9,0.4,functional_association,functional
APOA1,ACOX1,0.4,functional_association,functional
APOA1,ABCB11,0.4,functional_association,functional
APOA1,TGS1,0.4,functional_association,functional
APOA1,HELZ2,0.4,functional_association,functional
APOA1,CARM1,0.4,functional_association,functional
APOA1,FASN,0.401,functional_association,functional
APOA1,TRIB1,0.404,functional_association,functional
APOA1,SMARCD3,0.407,functional_association,functional
APOA1,SOAT1,0.407,functional_association,functional
APOA1,TBL1XR1,0.41,functional_association,functional
APOA1,MLXIPL,0.411,functional_association,functional
APOA1,SCD,0.413,functional_association,functional
NT5C1A,TRIT1,0.501,functional_association,functional
NT5C1A,HMGCR,0.456,functional_association,functional
APOB,APOA1,0.999,functional_association,functional
APOB,CD36,0.98,functional_association,functional
APOB,NPC1L1,0.903,functional_association,functional
APOB,LDLRAP1,0.926,functional_association,functional
APOB,LPL,0.94,functional_association,functional
APOB,ALB,0.951,functional_association,functional
APOB,SCARB2,0.962,functional_association,functional
APOB,PLTP,0.964,functional_association,functional
APOB,LIPC,0.983,functional_association,functional
APOB,LPA,0.999,functional_association,functional
APOB,LCAT,0.983,functional_association,functional
APOB,APOA5,0.986,functional_association,functional
APOB,PCSK9,0.987,functional_association,functional
APOB,SCARB1,0.997,functional_association,functional
APOB,APOE,0.999,functional_association,functional
APOB,MTTP,0.999,functional_association,functional
APOB,MYLIP,0.607,functional_association,functional
APOB,TP53,0.605,functional_association,functional
APOB,AGT,0.604,functional_association,functional
APOB,PNLIP,0.487,functional_association,functional
APOB,ACTB,0.437,functional_association,functional
APOB,SOAT1,0.438,functional_association,functional
APOB,GPAM,0.445,functional_association,functional
APOB,ACLY,0.445,functional_association,functional
APOB,MTHFR,0.446,functional_association,functional
APOB,SEC61A1,0.447,functional_association,functional
APOB,NOS3,0.447,functional_association,functional
APOB,UCP2,0.447,functional_association,functional
APOB,ACSL1,0.451,functional_association,functional
APOB,IRS1,0.458,functional_association,functional
APOB,AKT1,0.46,functional_association,functional
APOB,PPARD,0.463,functional_association,functional
APOB,PXDNL,0.476,functional_association,functional
APOB,ACOX3,0.478,functional_association,functional
APOB,ABCB11,0.478,functional_association,functional
APOB,SERPINA3,0.435,functional_association,functional
APOB,SYVN1,0.433,functional_association,functional
APOB,GPX3,0.431,functional_association,functional
APOB,LPIN1,0.41,functional_association,functional
APOB,NPC1,0.405,functional_association,functional
APOB,SLCO1B1,0.407,functional_association,functional
APOB,GPX8,0.409,functional_association,functional
APOB,GPX7,0.409,functional_association,functional
APOB,INSIG2,0.409,functional_association,functional
APOB,INSIG1,0.409,functional_association,functional
APOB,FADS2,0.414,functional_association,functional
APOB,CXCL16,0.431,functional_association,functional
APOB,FOXO1,0.415,functional_association,functional
APOB,GPX2,0.422,functional_association,functional
APOB,PSEN1,0.422,functional_association,functional
APOB,CYP27A1,0.423,functional_association,functional
APOB,G6PC3,0.428,functional_association,functional
APOB,G6PC2,0.431,functional_association,functional
APOB,PXDN,0.48,functional_association,functional
APOB,PNPLA2,0.49,functional_association,functional
APOB,FASN,0.603,functional_association,functional
APOB,HMGCS1,0.491,functional_association,functional
APOB,ABCC2,0.545,functional_association,functional
APOB,SI,0.546,functional_association,functional
APOB,PPARGC1A,0.548,functional_association,functional
APOB,CPT1A,0.556,functional_association,functional
APOB,CEL,0.56,functional_association,functional
APOB,ACOX1,0.564,functional_association,functional
APOB,AMFR,0.565,functional_association,functional
APOB,SCD,0.566,functional_association,functional
APOB,XPR1,0.573,functional_association,functional
APOB,VCAM1,0.581,functional_association,functional
APOB,CD81,0.583,functional_association,functional
APOB,HSPA5,0.586,functional_association,functional
APOB,TNF,0.587,functional_association,functional
APOB,GCG,0.587,functional_association,functional
APOB,MLXIPL,0.597,functional_association,functional
APOB,IL1B,0.542,functional_association,functional
APOB,ESR1,0.536,functional_association,functional
APOB,G6PC,0.533,functional_association,functional
APOB,SLC2A4,0.514,functional_association,functional
APOB,HMGCS2,0.492,functional_association,functional
APOB,DHCR7,0.493,functional_association,functional
APOB,REN,0.494,functional_association,functional
APOB,PSRC1,0.5,functional_association,functional
APOB,TERT,0.503,functional_association,functional
APOB,GAPDH,0.51,functional_association,functional
APOB,ACACA,0.515,functional_association,functional
APOB,NR0B2,0.529,functional_association,functional
APOB,ICAM1,0.516,functional_association,functional
APOB,CELSR2,0.521,functional_association,functional
APOB,GPT2,0.523,functional_association,functional
APOB,FAF2,0.523,functional_association,functional
APOB,CYP3A4,0.524,functional_association,functional
APOB,NR1H3,0.525,functional_association,functional
APOA1,GOT2,0.414,functional_association,functional
APOA1,PLIN2,0.415,functional_association,functional
APOA1,AKT1,0.418,functional_association,functional
EGR2,BCL2,0.555,functional_association,functional
NFYB,GGPS1,0.571,functional_association,functional
NFYB,CREBBP,0.647,functional_association,functional
NFYB,HSPA5,0.667,functional_association,functional
NFYB,HMGCR,0.673,functional_association,functional
NFYB,FOXO1,0.709,functional_association,functional
NFYB,TP53,0.717,functional_association,functional
NFYB,NFYA,0.999,functional_association,functional
NFYB,NFYC,0.999,functional_association,functional
EGR2,ACTB,0.422,functional_association,functional
EGR2,TRIB1,0.423,functional_association,functional
EGR2,GAPDH,0.436,functional_association,functional
EGR2,IL6,0.442,functional_association,functional
EGR2,MMP9,0.448,functional_association,functional
EGR2,PTGS2,0.451,functional_association,functional
EGR2,NCOA6,0.499,functional_association,functional
NFYB,SREBF1,0.568,functional_association,functional
NFYB,SREBF2,0.567,functional_association,functional
NFYB,FDPS,0.562,functional_association,functional
